ST-CD	YEAR	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC	ANNUAL
TX-07	1986	1.27	1.6	0.76	1.01	6.15	4.72	0.31	2.16	4.1	6.55	2.73	5.51	36.87
TX-07	1987	1.44	4.45	1.01	0.58	6.36	9.92	2.29	1.54	2.48	0.75	3.23	2.15	36.2
TX-07	1988	0.53	0.99	1.88	1.72	2.48	2.33	2.62	1.26	2.68	1.41	0.38	1.15	19.42
TX-07	1989	4.46	0.76	1.95	2.33	2.91	3.95	1.17	1.43	1.19	2.44	1.8	0.71	25.09
TX-07	1990	1.42	2.87	3.69	3.72	2.32	0.74	6	0.98	3.38	2.37	2.13	0.71	30.34
TX-07	1991	6.05	2.73	1.61	5.15	3.54	4.9	2.2	2.15	4.96	2.16	1.17	10.04	46.67
TX-07	1992	5.12	6.73	4.03	4.07	7.71	4.35	1.94	1.96	2.02	1.31	4.86	2.33	46.42
TX-07	1993	2.51	2.91	3.6	2.91	7.51	6.89	0.12	0.42	1.28	3.68	1.19	1.83	34.84
TX-07	1994	1.3	1.59	3.01	2.78	5.41	2.56	0.36	3.27	3.58	8.77	0.88	4.51	38.01
TX-07	1995	1.23	1.61	3.02	2.46	5.56	3.14	1.12	3.13	2.95	2.21	2.43	1.71	30.57
TX-07	1996	0.09	0.4	0.94	1.63	0.8	3.54	0.93	5.72	4.5	1.02	2.43	1.78	23.78
TX-07	1997	2.02	2.83	3.95	5.74	5.19	6.89	0.63	1.37	2.99	7.17	2.98	2.3	44.05
TX-07	1998	2.01	4.63	2.33	0.72	0.32	1.03	1.29	6	6.07	12.77	4.84	1.57	43.6
TX-07	1999	0.76	0.5	3.34	1.17	3.69	4.56	2.72	1.89	1.37	1.3	0.3	0.74	22.34
TX-07	2000	2.73	1.61	2.65	1.87	5.26	4.58	0.49	0.75	1.73	4.8	7.3	2.21	35.97
TX-07	2001	3.04	0.95	3.92	1.01	3.25	2.29	0.97	7.05	4.67	2.61	4.74	3.83	38.33
TX-07	2002	0.82	0.7	0.95	2.04	1.61	3.65	7.75	1.69	6.04	8.84	3.99	4.57	42.64
TX-07	2003	1.63	3.36	1.45	0.35	0.51	3.96	4.68	1.66	6.81	2.74	1.38	0.88	29.41
TX-07	2004	3.14	3.03	2.04	5.97	4.03	9.4	1.75	2.25	2.27	5.62	8.47	0.43	48.38
TX-07	2005	2.52	3.21	3.35	0.7	3.54	0.97	3.33	1.6	1.73	2.35	1.23	0.61	25.15
TX-07	2006	0.9	1.02	1.71	1.44	3.17	3.09	4.03	0.69	4.85	3.69	0.54	3.06	28.19
TX-07	2007	5.88	0.19	6.8	2.9	4.91	4.83	11.36	3.77	2.39	1.54	2.03	0.77	47.36
TX-07	2008	1.65	0.88	2.08	2.19	1.23	0.57	3.32	4.08	1.01	1.35	0.69	0.55	19.59
TX-07	2009	0.35	0.51	2.23	4.12	1.9	0.46	0.9	1.17	6.39	7.6	3.93	3.18	32.75
TX-07	2010	3.44	3.67	2.13	2.22	3.28	3.78	5.12	0.47	8.75	0.1	1.25	0.79	34.99
TX-07	2011	3.34	0.45	0.29	0.06	1.71	1.71	0.4	0.36	1.17	2.19	1.57	3.47	16.72
TX-07	2012	2.99	3.72	4.16	0.93	4.37	1.11	3.89	1.31	4.77	0.98	0.48	0.68	29.39
TX-07	2013	2.98	1.06	0.59	3.32	3.27	1.65	2.24	1.43	5.45	5.68	1.95	0.65	30.29
TX-07	2014	0.72	0.66	1.91	0.76	6.48	2.27	1.53	0.93	4.07	1.73	4.5	1.77	27.33
TX-07	2015	3.41	0.87	5.64	5.6	11.16	4.44	0.57	1.18	2.01	8.03	2.75	2.07	47.74
TX-07	2016	1.56	1.57	3.84	4.74	-999	-999	-999	-999	-999	-999	-999	-999	-999
TX-08	1895	1.83	3.84	2.35	1.33	8.08	6.44	2.11	3.37	1.76	2.99	5.41	2.57	42.08
TX-08	1896	4.23	5.69	4.15	2.81	1.58	1.42	4.44	1.6	6.42	4.14	2.49	2.85	41.83
TX-08	1897	4.02	1.19	2.92	2.49	3.78	2.51	1.5	4.72	3.15	6.03	1.14	4.25	37.71
TX-08	1898	3.81	4.12	3.17	3.93	1.97	5.03	3.64	4.26	3.3	1.79	3.98	2.72	41.73
TX-08	1899	5.72	1.8	1.01	3.65	1.95	9.33	3.56	2.66	2.59	4.36	3.17	5.18	44.99
TX-08	1900	6.21	3.31	6.29	6.84	5.12	3.6	11.75	7.48	5.16	3.68	3.09	3.69	66.23
TX-08	1901	1.61	2.33	1.59	2.1	1.81	1.84	5.26	2.51	4.94	3.39	1.5	3.39	32.27
TX-08	1902	1.61	2.5	1.19	3.14	3.89	4.7	5.11	0.39	7.85	3.75	8.97	3.2	46.28
TX-08	1903	4	7.61	6.16	2.05	2.27	4.2	9.79	5.38	1.33	3.48	0.55	3	49.83
TX-08	1904	0.82	1.8	1.08	4.09	6.25	4.14	4.72	3.8	3.32	2.9	2.84	3.9	39.67
TX-08	1905	3.01	4.52	6.64	7.87	3.27	6.72	3.09	1.82	1.85	2.27	5.99	4.83	51.86
TX-08	1906	1.7	2.6	1.9	2.01	0.97	1.87	6.78	3.19	4.39	5.56	1.21	2.19	34.37
TX-08	1907	1.65	2.82	2.62	3.08	12.08	0.79	2.87	2.4	3.38	8.12	9.2	3.32	52.31
TX-08	1908	2.13	5.59	2.18	4.67	4.21	3.69	5.12	4.98	6.65	2	2.92	2.79	46.94
TX-08	1909	0.23	1.57	1.03	2.32	6.21	4.05	4.25	2.54	1.35	4.08	4.05	2.99	34.66
TX-08	1910	2.03	2.57	1.42	2.19	7.52	3.41	4.13	1.61	2.48	2.69	0.93	4.35	35.32
TX-08	1911	0.6	1.44	3.83	7.51	3.52	2.65	5.73	1.99	2.91	3.73	2.69	10.86	47.47
TX-08	1912	1.38	2.85	2.88	4.69	4.16	3.73	2.9	3.04	1.4	3.56	1.62	7.24	39.45
TX-08	1913	2.94	3.57	2.76	2.84	2.38	2.25	1.5	3.33	11.38	8.7	4.44	4.75	50.84
TX-08	1914	0.61	3.3	4.13	5.86	10.96	0.84	2.04	8.71	2.62	5.23	6.54	7.42	58.27
TX-08	1915	3.33	2.9	2.59	4.78	3.03	0.6	2.9	10.51	2.86	1.22	1.9	4.48	41.1
TX-08	1916	2.68	0.17	0.16	2.15	5.95	2.28	5.11	5.44	2.71	1.14	1.92	2.32	32.03
TX-08	1917	2	1.92	1	2.54	3.04	0.64	3.06	2.57	1.8	0.81	1.14	0.73	21.27
TX-08	1918	0.79	2.41	2.6	5.51	2.44	2.5	2.21	3.36	3.07	5.83	6.22	3.8	40.73
TX-08	1919	6.05	3.05	3.79	1.79	7.7	11.42	7.98	4.25	4.94	9.76	2.16	2.05	64.93
TX-08	1920	6.83	1.61	1.46	0.84	5.21	5.11	4.04	7.38	1.77	5.92	4.13	3.76	48.07
TX-08	1921	3.1	1.45	4.52	4.96	2.03	10.44	4.69	1.56	5.97	1.11	2.11	3.2	45.12
TX-08	1922	5.89	2.35	7.27	3.63	5.1	6.26	2.91	1.74	4.34	3.89	3.94	2.46	49.8
TX-08	1923	2.18	6.16	5.83	6.03	3.93	3.53	3.76	4.45	6.57	3.12	4.2	11.59	61.35
TX-08	1924	3.98	4.8	1.98	2.73	5.12	4.32	1.21	1.44	1.94	0.49	0.95	4.53	33.48
TX-08	1925	3.38	0.56	0.6	1.55	1.35	2.99	3.08	2.66	5.56	9.23	5.37	3.03	39.36
TX-08	1926	4.6	1.02	8.21	3.93	4.08	3.39	4.93	3.46	2.17	5.14	2.08	4.91	47.91
TX-08	1927	1.41	2.12	2.84	3.06	1.34	5.71	3.98	0.28	3.81	2.97	1.53	5.96	35
TX-08	1928	0.63	3.74	1.95	2.03	2.3	5.08	2.56	2.63	4.4	2.79	4.32	4.92	37.36
TX-08	1929	4.96	1.85	3.83	4.29	12.47	2.51	6.19	1.47	1.44	3.29	7.51	3.27	53.07
TX-08	1930	4.22	2.71	2.22	1.63	4.81	0.8	2.32	2.31	3.4	6.72	3.87	3.52	38.53
TX-08	1931	4.34	4.94	3.28	1.97	2.07	1.86	4.45	3.09	1.3	1.83	3.2	6.51	38.84
TX-08	1932	6.89	4.29	1.81	3.69	2.43	2.08	1.85	5.89	4.52	1.53	1.66	3.7	40.33
TX-08	1933	3.01	3.97	3.12	0.96	3.26	1.39	9.15	4.58	3.58	1.8	1.84	3.68	40.35
TX-08	1934	8.91	3.35	4.71	4.82	1.42	0.68	4.77	2.71	4.9	0.83	7.11	3.79	48
TX-08	1935	1.98	4.03	3.1	3.79	5.68	4.32	4.22	1.97	7.55	2.92	2.46	6.96	48.98
TX-08	1936	1.75	1.93	1.75	2.53	10.21	1.37	8.79	3.02	4.33	2.06	2.38	3.62	43.75
TX-08	1937	3.61	0.94	4.48	0.77	0.51	3.33	2.36	3.42	3.57	4.88	2.65	5.45	35.97
TX-08	1938	3.52	2.22	1.59	4.32	5.7	3.15	3.61	2.42	3.43	1.73	2.67	3.21	37.58
TX-08	1939	4.4	2.59	0.81	1.74	3.27	3.28	7.9	2.4	2.61	1.27	2.07	2.61	34.96
TX-08	1940	1.46	3.41	1.4	2.7	2.01	6.26	3.38	2.96	2.59	4.94	9.85	6.92	47.89
TX-08	1941	2.37	3.24	5.25	5.77	6.34	6.46	6.82	3.12	9.31	9.03	2.13	2.25	62.06
TX-08	1942	1.28	3.55	2.27	4.68	1.19	4.7	10.73	5.25	4.34	2.16	2.6	2.81	45.57
TX-08	1943	3.69	1.87	4.02	1.65	3.93	2.13	10.44	1.46	4.48	1.07	7.3	4.31	46.36
TX-08	1944	8.56	1.91	6.65	1.26	10.79	1.32	1.27	5.96	5.14	1.04	4.66	5	53.56
TX-08	1945	2.84	3.18	3.55	5.59	2.93	4.48	3.34	11.78	2.3	4.47	1.31	5.61	51.39
TX-08	1946	6.04	3.69	3.47	2.92	9.12	7.26	5.49	4.46	6.65	4.97	9.38	2.14	65.59
TX-08	1947	4.16	0.78	3.05	1.94	7.89	2.57	1.64	5.77	1.13	1.91	4.58	4.32	39.75
TX-08	1948	3.75	3.52	1.81	2.14	3.81	1.67	2	2.66	2.9	0.56	3.76	0.78	29.36
TX-08	1949	3.9	5.5	4.27	7.12	1.48	2.18	6.33	3.23	3.34	15.68	0.45	7.4	60.87
TX-08	1950	2.58	4.7	1.15	5.07	2.81	6.23	3.42	1.62	2.75	0.41	1.01	1.54	33.3
TX-08	1951	3.68	1.07	4.36	0.9	3.37	2.86	2.18	1.23	8.45	1.33	1.59	1.95	32.97
TX-08	1952	1.18	6.61	2.16	5.66	4.65	1.66	4.82	1	3.14	0.01	6.61	4.27	41.78
TX-08	1953	1.29	3.69	0.4	2.14	8.93	3.46	2.23	9.48	1.01	3.22	4	4.54	44.38
TX-08	1954	2.01	0.32	0.84	3.31	2.77	1.42	4.04	2.01	1.8	4.85	1.63	1.57	26.55
TX-08	1955	4.08	4.55	0.39	2.5	3.47	2.61	3.64	5.97	4.46	1.29	1.16	2.11	36.25
TX-08	1956	3.28	2.54	1.21	2.46	2.4	2.86	1.34	1.58	1.03	2.09	1.71	4.69	27.19
TX-08	1957	1.14	2.7	8.17	7.71	3.12	5.56	1.44	2.05	7.47	6.75	6.18	1.52	53.81
TX-08	1958	5.37	3.72	1.41	2.2	2.05	1.71	2.43	3.14	11.58	3.79	1.73	2.72	41.85
TX-08	1959	1.88	8.77	1	5.71	4.67	3.81	7.71	7.6	3.49	6.77	2.1	4.27	57.77
TX-08	1960	2.38	4.08	1.28	2.5	0.92	11.74	3.48	8.15	1.62	9.26	4.18	7.35	56.96
TX-08	1961	4.27	5.01	1.04	2.64	1.72	10.74	7.42	3.52	9.24	0.7	7.22	2.44	55.97
TX-08	1962	1.61	1.21	1.04	4.3	1.88	6.05	1.49	2.07	4.29	3.56	3.9	4.59	35.98
TX-08	1963	2.58	2.68	0.52	0.91	1.79	5.33	2.39	1.78	5.06	0.82	4.91	3.56	32.33
TX-08	1964	3.46	3.64	3	1.73	2.67	2.61	3.12	3.83	6.19	1.66	2.98	4.14	39.01
TX-08	1965	2.31	3.38	1.47	1	4.36	2.75	2.19	3.18	3.7	2.84	4.76	6.07	38.01
TX-08	1966	4.85	4.91	1.45	6.12	7.5	3.51	3.06	6.87	2.79	3.46	1.46	2.28	48.27
TX-08	1967	2.34	1.86	1.23	2.83	4.13	0.82	4.56	4.15	7.15	4.24	0.87	4.07	38.26
TX-08	1968	5.85	2.13	2.39	3.11	8.76	11.88	4.2	2.01	5.7	3.32	3.59	2.83	55.79
TX-08	1969	1.54	5.69	3.51	4.88	4.95	1.84	3.21	3.4	3.33	3.31	2.17	4.59	42.43
TX-08	1970	2.32	2.43	5.1	2.52	8.8	2.47	3.25	2.71	7.97	10.02	1.18	0.97	49.73
TX-08	1971	0.43	2.68	0.93	1.86	3.13	2.19	1.89	6.63	9.57	3.67	1.85	6.47	41.31
TX-08	1972	4.13	1.56	2.95	2.32	8.17	3.21	4.54	3.52	6.49	3.39	5.73	1.9	47.92
TX-08	1973	4.27	3.85	4.33	7.91	2.61	11.69	4.5	6	9.95	9.24	1.54	2.45	68.36
TX-08	1974	6.34	1.12	3.69	2.13	7.66	2.18	2.9	6.32	5.82	2.93	7.55	3.77	52.41
TX-08	1975	2.58	1.69	1.73	3.06	7.79	6.05	4.08	5.58	2.57	4.06	2.42	3.58	45.19
TX-08	1976	1.47	0.47	2.16	4.45	3.63	6.1	6.81	2.36	5.83	5.06	4.45	6.37	49.17
TX-08	1977	3.04	1.88	1.88	4.46	2.31	4.68	2.41	3.72	4.7	2.48	6.03	1.88	39.47
TX-08	1978	6.02	3.25	0.84	1.5	1.36	5.91	3.64	2.52	6.46	0.54	5.91	2.55	40.5
TX-08	1979	6.66	3.72	4.29	7.21	5.3	3.32	11.53	3.5	13.15	2.84	1.86	3.04	66.43
TX-08	1980	5.31	1.94	4.73	1.28	5.9	1.15	2.27	2.35	7.93	3.38	2.19	1.34	39.76
TX-08	1981	2.78	2.16	1.73	2.19	7.45	10.25	6.11	6.21	3.64	6.83	3.44	2.78	55.56
TX-08	1982	1.68	3.97	1.74	2.91	7.2	2.56	1.97	2.38	1.59	3.56	8.08	4.89	42.51
TX-08	1983	2.87	5.39	4.15	0.36	5.02	4.63	7.79	7.88	8.79	2.79	3.58	2.53	55.77
TX-08	1984	3.97	2.57	1.81	0.47	4.48	1.85	3.86	3.54	4.44	11.92	3.03	2.64	44.57
TX-08	1985	3.21	4.52	5.7	3.27	1.84	4.66	3.53	2.71	5.06	5.63	4.63	2.68	47.45
TX-08	1986	1.35	1.99	1.43	1.52	5.75	7.74	1.02	3.62	5.3	7.97	6.86	6.01	50.55
TX-08	1987	3.47	5.01	0.83	0.25	5.35	10.01	5.37	2.45	3.84	0.48	5.1	3.89	46.05
TX-08	1988	1.68	1.45	4.38	2.56	1.03	2.41	3.84	2.59	3.94	1.39	0.74	2.59	28.6
TX-08	1989	6.24	0.75	2.57	1.62	6.29	10.85	3.68	4.5	1.97	2.84	2.61	1.01	44.94
TX-08	1990	4.52	3.7	4.89	4.38	3.64	1.58	5.25	1.46	4.23	2.77	2.67	2.24	41.32
TX-08	1991	9.96	4.76	2.65	8.42	5.6	6.94	3.56	3.14	5.56	2.47	4.17	8.29	65.55
TX-08	1992	7.57	8.15	4.76	6.05	7.2	5.2	4.29	2.47	2.87	1.56	6.86	3.76	60.74
TX-08	1993	6.11	3.6	5.97	5.14	7.95	8.58	1.06	1.87	1.86	5.23	4.25	2.9	54.49
TX-08	1994	2.97	2.2	2.82	2.66	5.97	5.43	1.37	5.69	3.22	12.14	1.05	5.36	50.88
TX-08	1995	4.58	2.47	4.78	4.08	6.08	4.9	3.51	4.43	2.5	3.07	3.81	6.22	50.44
TX-08	1996	1.72	0.89	0.74	1.76	0.69	6.92	1.76	8.61	7.09	2.52	2.67	3.17	38.54
TX-08	1997	4.49	4.45	8.12	7.94	6.86	3.58	1.91	2.47	7.92	7.65	3.71	4.39	63.49
TX-08	1998	5.55	5.25	2.27	0.94	0.11	2.65	1.43	5.65	12.73	7.83	7.33	3.31	55.06
TX-08	1999	2.53	1.18	4.2	0.86	5	5.91	4.74	0.91	2.84	1.22	1.03	2.62	33.03
TX-08	2000	2.21	1.51	2.22	4.6	7.21	3.41	1.14	1.69	3.01	3.51	10.15	2.62	43.27
TX-08	2001	4.79	0.65	6.48	1.22	3.44	9.99	2.99	8.56	7.02	5.31	4.62	5.1	60.16
TX-08	2002	1.7	1.12	1.86	3.58	2.13	4.88	5.54	6.79	7.78	12.37	4.87	6.28	58.9
TX-08	2003	2.23	3.41	1.78	1.09	0.26	5.32	6.43	4.17	8.6	4.78	4.42	3.2	45.7
TX-08	2004	5.08	4.98	2.14	4.72	8.21	12.06	2.71	2.55	1.84	4.99	12.72	2.07	64.06
TX-08	2005	2.22	5.55	3.65	1.25	4.12	0.74	6.59	2.82	2.84	2.21	3.15	2.52	37.64
TX-08	2006	2.1	1.59	1.75	1.95	4.86	6.72	9.74	2.74	4.44	11.32	0.94	3.91	52.04
TX-08	2007	7.22	1.08	5.76	4.54	6.29	4.88	12.88	5.53	4.28	2.95	3.91	1.69	61.02
TX-08	2008	5.06	2.86	2.52	1.92	1.92	2.44	3.67	6.71	5.95	3.07	3.62	1.43	41.17
TX-08	2009	0.41	1.13	3.26	8.14	1.67	0.77	2.75	2.39	4.66	10.3	2.99	5.93	44.42
TX-08	2010	2.99	3.8	2.33	1.17	3.77	3.77	10.94	1.88	6.83	0.23	3.24	2.7	43.64
TX-08	2011	3.59	0.74	1.25	0.23	0.96	2.02	2.59	0.81	1.76	2.99	2.32	3.85	23.11
TX-08	2012	4.52	5.93	5.42	2.82	3.51	3.26	8.67	3.44	4.42	0.98	0.75	2.71	46.42
TX-08	2013	4.73	1.95	0.54	5	2.57	2.32	3.5	3.12	5.44	5.68	4.47	0.79	40.11
TX-08	2014	1.35	2.34	2.75	1.02	6.89	3.22	3.54	2.92	5.44	2.61	4.41	4.1	40.58
TX-08	2015	4.29	0.93	6.92	7.11	10.55	6.55	1.29	4.57	5.56	8.7	4.48	3.05	64
TX-08	2016	2.79	1.77	4.54	7.65	-999	-999	-999	-999	-999	-999	-999	-999	-999
TX-09	1895	0.59	2.16	1.24	0.87	5.12	3.93	0.39	2.05	2.27	1.44	2.17	0.42	22.64
TX-09	1896	1.82	2.36	0.69	1.78	1.1	0.93	2.62	0.88	4.68	3.6	0.55	0.81	21.84
TX-09	1897	1.08	0.11	1.18	1.4	2.25	1.95	0.56	2.23	1.52	2.29	0.31	1.06	15.93
TX-09	1898	0.53	1.21	1.59	1.97	1.48	4.06	1.63	1.9	1.39	0.63	1.39	0.95	18.72
TX-09	1899	0.98	0.43	0.24	2.03	1.74	4.23	2.1	0.11	1.88	2.99	1.68	1.88	20.3
TX-09	1900	2.69	0.5	3.45	5.04	4.29	0.63	2.92	2.73	2.08	2.88	0.84	0.74	28.8
TX-09	1901	0.47	0.7	0.31	1.15	1.81	1.05	2.35	0.69	2.98	0.31	0.53	0.35	12.71
TX-09	1902	0.83	0.78	0.33	0.95	3.32	0.44	2.07	0.01	4.35	1.46	3.26	2.13	19.92
TX-09	1903	2.13	4.73	2.98	0.85	2.04	4.13	7.06	1.57	2.84	1.59	0.09	0.54	30.54
TX-09	1904	0.08	0.57	0.25	1.97	4.04	2.77	2.83	0.96	6.42	2.11	0.89	0.95	23.82
TX-09	1905	0.64	1.76	2.83	4.13	3.1	3.26	1.03	0.74	3.25	1.49	2.46	1.67	26.37
TX-09	1906	0.48	1.32	1.08	2.09	2.38	1.36	3.45	2.73	3.73	2.07	1.74	0.74	23.17
TX-09	1907	0.35	0.63	0.89	1.87	4.37	0.64	2.04	0.49	1.31	3.11	3.67	0.68	20.06
TX-09	1908	0.48	1.21	1.1	3.7	3.55	1.3	1.99	3.29	2.24	1.52	1.86	1.01	23.25
TX-09	1909	0.05	0.44	0.56	1.24	3.41	2.29	2.22	3.75	0.85	1.23	1.06	1.39	18.48
TX-09	1910	0.58	0.4	1.43	2.34	2.55	1.21	0.84	0.88	2.28	1.92	0.51	1.12	16.07
TX-09	1911	0.42	1.45	2.41	3.11	1.9	0.39	0.8	1.37	0.87	2.15	2.36	1.82	19.06
TX-09	1912	0.32	2.24	1.03	2.28	2.62	5.42	0.38	0.15	1.4	3.51	1.17	1.86	22.37
TX-09	1913	0.71	1.58	1.16	0.84	1.65	5.72	0.45	1.04	6.3	3.04	3.02	2.61	28.14
TX-09	1914	0.13	0.97	1.29	3.61	7.06	0.55	0.29	3.93	1.57	4.42	3.73	1.06	28.61
TX-09	1915	1.67	0.67	1.51	3.41	2.49	0.18	0.64	2.87	3.36	1.49	0.15	0.59	19.04
TX-09	1916	1.5	0.02	0.28	1.39	1.34	0.71	4.92	5.4	2.12	2.02	1.22	0.28	21.2
TX-09	1917	0.49	0.19	0.17	0.76	1.74	0.47	1.44	0.94	1.59	0.25	0.62	0.01	8.69
TX-09	1918	0.12	0.92	0.75	2.48	3.14	1.73	0.65	1.02	2.19	3.08	2.25	2.91	21.25
TX-09	1919	2.77	1.53	1.94	2.55	3.68	5.2	6.84	1.52	7.91	6.69	1.52	0.88	43.02
TX-09	1920	2.32	0.43	0.46	0.44	4.16	3.14	2.07	2.28	0.68	2.15	1.63	0.08	19.84
TX-09	1921	0.6	0.74	2.66	1.97	1.91	2.7	1.1	0.58	4.15	0.74	0.71	0.7	18.56
TX-09	1922	0.85	0.72	2.19	3.34	3.92	3.81	1.82	0.86	4.24	2.63	1.49	0.09	25.97
TX-09	1923	0.34	6.26	3.18	1.25	0.41	1.22	1.74	2.35	5.36	3.53	2.81	3.86	32.33
TX-09	1924	1.01	1.67	0.97	1.8	4.47	2.31	0.47	0.18	3.23	0.52	0.04	2.01	18.68
TX-09	1925	0.28	0.08	2.05	0.53	1.71	0.96	1.01	2.02	5.93	1.94	1.29	2.39	20.2
TX-09	1926	2.22	0.26	3.29	3.21	2.33	1.82	2.32	1.07	0.89	2.91	1.14	2.17	23.61
TX-09	1927	0.73	1.04	1.56	1	0.93	5.15	1.33	0.64	1.91	2.33	0.37	1.43	18.43
TX-09	1928	1.12	1.93	0.5	1.12	4	1.94	0.94	1.72	5.57	0.55	2.04	2.22	23.64
TX-09	1929	0.73	0.21	2.35	1.56	6.14	1.41	2.65	0.68	1.65	1.84	2.02	1.69	22.94
TX-09	1930	0.6	0.75	2.21	3.7	3.79	3.6	1.08	0.15	1.33	4.73	3.1	0.53	25.56
TX-09	1931	4.35	1.36	1.68	2.22	4.76	3.92	4.54	2.65	0.6	0.73	0.61	3.34	30.75
TX-09	1932	2.08	2.29	1.12	1.84	2.11	1.12	2.46	3.64	6.58	0.72	0.89	1.16	26.01
TX-09	1933	0.95	2.44	0.76	0.67	2.48	1.27	3.04	3.42	3.82	1.19	0.9	0.25	21.2
TX-09	1934	4.48	0.53	1.21	2.74	1.23	0.33	4.27	0.96	3.06	0.61	2.65	2.26	24.33
TX-09	1935	0.48	1.82	2.2	1.6	5.48	6.58	2.31	0.35	8.29	1.28	0.75	2.86	33.99
TX-09	1936	0.41	0.34	1.54	2.08	5.62	4.3	2.83	2.63	4.6	1.41	1.13	1.01	27.92
TX-09	1937	0.77	0.41	1.26	0.36	2.34	1.07	1.99	0.62	1.82	1.25	0.71	5.89	18.49
TX-09	1938	1.78	0.77	0.78	2.5	2.15	1.07	1.32	2.28	1.1	0.45	0.51	2.3	17.03
TX-09	1939	1.2	0.47	0.29	0.33	3.02	2.27	2.64	1.75	2.43	1.65	1	0.82	17.87
TX-09	1940	0.45	1.29	2.09	1.51	3.65	5.93	1.62	2.63	0.98	2.68	1.98	2.74	27.55
TX-09	1941	1.99	2.54	2.25	5.06	4.9	4.18	2.14	1	4.2	2	0.64	1.32	32.21
TX-09	1942	0.6	1.73	0.56	1.89	2.64	1.41	6.33	3.52	5.26	2.38	0.47	0.48	27.28
TX-09	1943	1.56	0.38	1.16	0.61	3.41	2.35	1.99	0.26	4.9	1.06	2.12	1.58	21.39
TX-09	1944	2.01	0.64	2.12	0.51	5.25	1.87	0.71	5.37	1.7	0.79	2.16	1.89	25.03
TX-09	1945	1.09	1.57	2.07	3.12	0.97	2.43	1.16	1.34	2.73	3.11	0.48	0.6	20.66
TX-09	1946	2.25	0.78	1.04	3.73	4.48	2.95	0.64	4.38	5.04	3.78	0.69	0.64	30.38
TX-09	1947	2.18	0.13	0.84	2.12	3.88	2.49	0.77	4.31	0.54	0.97	1.59	1.11	20.93
TX-09	1948	0.52	2.18	0.77	1.39	2.04	2.4	1.71	1.05	4	2.79	1.04	0.22	20.11
TX-09	1949	1.55	2.53	0.93	5.92	0.8	4.61	2.83	2.16	1.6	4.22	0.06	2.28	29.5
TX-09	1950	0.44	1.02	0.46	1.79	3.97	2.79	1.72	1.38	2.25	0.22	0.46	0.02	16.51
TX-09	1951	0.26	0.74	2.27	0.67	3.6	2.41	0.42	0.57	6.69	1.59	0.89	0.12	20.22
TX-09	1952	0.15	1.21	1.24	1.12	3.47	1.84	1.11	0.05	2.57	0	1.99	1.29	16.04
TX-09	1953	0.21	1.13	0.58	1.33	2.02	0.33	0.45	5.98	2.81	3.53	0.17	0.89	19.44
TX-09	1954	0.39	0.09	0.22	2.87	2.52	3.54	0.58	1.03	1.52	2.18	0.9	0.1	15.95
TX-09	1955	0.97	1.57	0.27	0.14	3.03	1.11	1.73	2.71	3.33	0.92	1.37	0.56	17.71
TX-09	1956	0.36	0.53	0.27	1.33	1.74	0.78	1.25	1.13	1.23	1.94	0.49	0.99	12.03
TX-09	1957	0.26	2.01	2.1	5.78	5.23	2.39	0.06	0.58	5.51	2.4	3.67	1.15	31.13
TX-09	1958	6.12	4.24	0.81	0.74	2.8	2.12	1.59	0.78	7.89	7.7	0.77	1.15	36.72
TX-09	1959	0.54	2.71	0.1	1.67	3.06	2.99	1.8	1.8	2.48	4.06	1.72	0.92	23.84
TX-09	1960	0.98	1.31	0.94	1.75	1.52	3.22	2.91	4.73	1.72	5.88	2.49	3.92	31.37
TX-09	1961	1.33	1.41	0.13	1.61	0.4	4.27	3.01	1.49	1.88	1.15	1.72	0.57	18.96
TX-09	1962	0.4	0.26	0.66	2.54	0.77	3.71	0.06	1.3	3.26	0.59	1.31	1.31	16.16
TX-09	1963	0.25	1.75	0.08	1.38	2.14	3.32	1.07	0.54	2.29	1.8	2.28	1.55	18.46
TX-09	1964	1.05	1.44	1.1	0.65	3.29	0.91	1.29	2.79	4.38	1.23	0.88	0.87	19.87
TX-09	1965	0.78	3.16	1.15	1.3	5.05	1.06	0.42	1.27	2.88	2.47	1.47	3.54	24.55
TX-09	1966	1.74	1.64	0.52	3.19	6.62	2.63	0.79	2.51	3.49	1.29	0.03	0.28	24.74
TX-09	1967	0.94	1.01	0.65	1.94	1.47	0.51	1.11	5.17	15.58	2.07	2.05	0.97	33.47
TX-09	1968	3.73	2.09	1.05	2.33	3.97	3.51	2.58	0.85	5.5	1.96	1.66	0.8	30.03
TX-09	1969	0.58	2.15	0.94	2.06	3.18	1.54	0.78	3.66	1.73	4.98	2.48	1.39	25.44
TX-09	1970	1.82	1.61	1.11	0.66	6.16	1.86	1.24	2.31	5.22	0.65	0.24	0.24	23.12
TX-09	1971	0.07	0.69	0.02	1.28	1.11	5.72	0.43	7.57	8.43	6.56	0.62	1.48	33.97
TX-09	1972	1.26	0.93	0.48	0.94	5.75	3.03	2.23	2.5	4.4	0.84	1.61	0.45	24.42
TX-09	1973	2.08	3.35	0.54	2.52	0.65	8.31	1.98	3.41	8.04	5.05	0.25	0.1	36.27
TX-09	1974	1.16	0.11	2.79	0.8	2.95	1.56	0.96	6.76	4.08	2.56	1.33	1.1	26.16
